Country Name,Country Code,Series Name,Series Code,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Argentina,ARG,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,3.95445381400542,4.12329277901139,4.19534263823654,3.88906040211758,4.12224508735352,4.29601548562594,4.277881788849,4.35988634439761,4.21636063230176,4.31443352245988,4.22753944174089,4.0894715157252,3.9872341980589,..,..
Argentina,ARG,GDP per capita (current US$),NY.GDP.PCAP.CD,5919.01233837714,7245.44685667197,9020.87332314274,8225.13758261645,10385.9644319555,12848.8641969705,13082.664325572,13080.2547323367,12334.7982453893,13789.060424772,12790.2424732447,14613.041824658,11633.4980086503,9912.28180859863,8441.9194391094
Australia,AUS,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,18.1206789094546,18.5028519848662,18.2830412439057,18.2074249597772,17.5814449601144,17.2681103655036,16.9692565563587,16.3986459950997,15.7558761009156,15.7864494009173,15.8720795379851,15.7386474030825,15.475516485656,..,..
Australia,AUS,GDP per capita (current US$),NY.GDP.PCAP.CD,36044.9228108485,40960.0544948199,49601.6567082178,42772.3591664498,52022.1255961876,62517.8337471503,68012.1479005934,68150.1070413215,62510.7911705641,56755.7217124249,49971.131456129,54027.9668184568,57354.9640455891,55057.2046960666,51812.1540373988
Brazil,BRA,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,1.77490938079997,1.84883593997795,1.9380268626479,1.80946064296739,2.03220381623177,2.11184451477929,2.26687811082304,2.40185952057599,2.49936201612059,2.34736573083425,2.14349752363003,2.16442150357383,2.04187419904738,..,..
Brazil,BRA,GDP per capita (current US$),NY.GDP.PCAP.CD,5886.46368222667,7348.03071626086,8831.02311697566,8597.91548455152,11286.2429009115,13245.6120301146,12370.0244490002,12300.324821091,12112.5876683327,8814.00141787464,8710.09677403838,9928.6430632111,9151.44525254365,8897.48777044292,6796.84454227877
China,CHN,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,4.90603499565224,5.30259468770037,5.43161049480808,5.79534426032481,6.33216591101925,6.90279214064116,7.05800347228649,7.32048505208564,7.25291914357129,7.16911217747699,7.11870541429571,7.22576899079988,7.40521134749736,..,..
China,CHN,GDP per capita (current US$),NY.GDP.PCAP.CD,2099.22943460734,2693.97006340427,3468.30460207977,3832.23643246922,4550.45310775599,5618.13226711491,6316.91831760216,7050.64627124287,7678.59948587722,8066.94263493206,8147.93770549385,8879.43866711453,9976.677137263,10216.6303341031,10500.3956159637
France,FRA,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,5.8408041976332,5.6690313848081,5.56442899965839,5.31441442186309,5.3506589250195,5.10431227537594,5.12231119022055,5.10055617017218,4.59237682939366,4.66608659650847,4.68661220239091,4.72757562163375,4.61924120513374,..,..
France,FRA,GDP per capita (current US$),NY.GDP.PCAP.CD,36443.6263055433,41508.4326882318,45334.117956922,41575.4219609625,40638.3352541414,43790.7260166781,40874.7003927338,42592.9353850549,43011.2631028417,36638.184929157,37037.3741861219,38685.2584944953,41526.4146584125,40380.0987725432,38625.0673845578
Germany,DEU,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,9.88340709166992,9.52515567357219,9.61574798772921,8.9699549000494,9.4515653742443,9.29779081983736,9.44994992466537,9.64255894664068,9.10678232951564,9.08729093927033,9.0730063894536,8.85829369906254,8.55838981170216,..,..
Germany,DEU,GDP per capita (current US$),NY.GDP.PCAP.CD,36323.4477421822,41587.2128984264,45427.151677489,41485.9016495139,41531.9341978689,46644.776027968,43858.3630551076,46285.7640688407,47959.9932737599,41086.7296737253,42107.5172703074,44442.7718397577,47787.1605074447,46467.5162023856,45723.6441039328
India,IND,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,1.04183979629495,1.1292167893744,1.18590477170691,1.28808099727395,1.34921446581292,1.40831559281322,1.50782097489256,1.5355600591395,1.6493275187685,1.64119839274392,1.64835905308142,1.71919020043,1.79982544579379,..,..
India,IND,GDP per capita (current US$),NY.GDP.PCAP.CD,806.753280628799,1028.33477194577,998.522341514181,1101.96083821252,1357.5637268318,1458.10406619626,1443.88243476181,1449.61045069632,1573.88564183014,1605.60544457045,1732.55424231697,1980.66701982813,1996.91508739755,2100.75146060783,1900.70680971528
Indonesia,IDN,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,1.58774969260843,1.63520707646083,1.60181930796165,1.65321047741763,1.72407358088346,1.96013325740302,1.95913319398553,1.8042510413422,1.92079996715062,1.89965869189427,1.89244089035547,2.01367107029183,2.17846155349724,..,..
Indonesia,IDN,GDP per capita (current US$),NY.GDP.PCAP.CD,1589.80148866142,1860.00281113287,2166.85423141608,2261.24730903274,3122.36267319362,3643.04717619274,3694.35933980214,3623.92724054274,3491.63749125449,3331.69511469189,3562.81633352183,3837.57802362633,3893.85957814877,4135.20153132694,3869.58842704537
Italy,ITA,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,8.02576652003813,7.86076804753594,7.56424830065774,6.71897026103485,6.8368363621512,6.68059415640586,6.32770894762567,5.75173986603037,5.38731095718742,5.56325970991024,5.49816520549801,5.43785754854959,5.37637433931087,..,..
Italy,ITA,GDP per capita (current US$),NY.GDP.PCAP.CD,33501.6581673044,37822.6652377427,40778.3427367209,37079.7586704546,36000.5201179254,38599.0622070322,35053.5262442572,35549.9746972954,35518.4152916749,30230.2263021296,30939.7142462298,32326.6742113994,34608.6756017054,33566.7873041609,31676.2020987349
Japan,JPN,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,9.30952492686971,9.58086264951055,9.05507445554141,8.60004529586792,9.02693839306629,9.48244975866952,9.81140649852306,9.89367962650555,9.58405355290864,9.29283236721435,9.22394197021634,9.08563914300274,8.7422577098865,..,..
Japan,JPN,GDP per capita (current US$),NY.GDP.PCAP.CD,35433.988963743,35275.2284312667,39339.2975731826,40855.1756354596,44507.6763859172,48167.9972684965,48603.4766497749,40454.4474578903,38109.4121125573,34524.4698609337,38761.8181501925,38386.5111457057,39159.4235633952,40113.0609702277,..
"Korea, Rep.",KOR,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,10.0527904658571,10.3012022232192,10.4615850531615,10.6553045778627,11.588543852829,11.9609574036602,11.9315090424667,11.8511425582949,11.5475582343263,11.8888685702251,12.003248167439,12.175364736721,12.224591362122,..,..
"Korea, Rep.",KOR,GDP per capita (current US$),NY.GDP.PCAP.CD,21743.4774514254,24086.4104391677,21350.427979823,19143.8516053025,23087.2256438476,25096.2638838239,25466.7605170594,27182.7343101936,29249.5752209742,28732.2310762599,29288.8704389833,31616.8434004683,33422.9442100836,31846.2182324258,31489.1226973168
Mexico,MEX,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,4.18100922223476,4.2356679441149,4.30816070189315,4.10585136636662,4.11015715509391,4.1571204846157,4.09902758114925,3.95414657649222,3.80806346471111,3.87819450978334,3.88580937201112,3.78121582762561,3.74147772536983,..,..
Mexico,MEX,GDP per capita (current US$),NY.GDP.PCAP.CD,9068.29421839425,9642.68051672231,10016.5712139986,8002.97217765844,9271.39839576997,10203.4212952716,10241.727828043,10725.1835873796,10928.9160089988,9616.64555810607,8744.51555912786,9287.84958732302,9686.51424383118,9946.03382879198,8346.70237883571
Netherlands,NLD,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,10.0152323786571,10.0496310027973,10.0567975870496,9.71181075725506,10.3012904779748,9.51712069328873,9.40139404673075,9.34991435592706,8.88763290239767,9.33357253158707,9.2934281775427,9.10088763862349,8.7728237338512,..,..
Netherlands,NLD,GDP per capita (current US$),NY.GDP.PCAP.CD,44863.3506314287,51733.4421317965,57644.4799749353,52514.0271165323,50950.0343435181,54159.3466126142,50073.0056559308,52184.0618504931,52830.1742328055,45175.2318933798,46007.8529206547,48554.9922761756,53018.6293562696,52295.0390498713,52304.0573851896
Russian Federation,RUS,CO2 emissions (metric tons per capita),EN.ATM.CO2E.PC,11.1156521145174,11.1446288961332,11.3010597008039,10.4714525017549,11.0827154078026,11.6240168256346,11.639943908216,11.3166609056235,11.1727417641705,10.808909312187,10.6060314351022,10.7766445857301,11.1266183699469,..,..
Russian Federation,RUS,GDP per capita (current US$),NY.GDP.PCAP.CD,6920.18912483291,9101.25504905672,11635.2729337888,8562.81327716515,10674.9957825675,14311.0843159612,15420.8745413273,15974.6446270517,14095.648742954,9313.01362484996,8704.89841329594,10720.3326583505,11287.3552780815,11497.6492498593,10126.7217935297
